"Year","EventType","Actor1","Actor2","Country","Region","Location","ConflictLat","ConflictLong","StationID","YrMoDy","MaxTemp","StationName","StationLong","StationLat","TempCat"
2000,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Lofa County","Voinjama",8.42,-9.76,618490,20000713,85.09,"NZEREKORE",-8.3,7.75,"M"
2000,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Lofa County","Voinjama",8.42,-9.76,618490,20000713,85.09,"NZEREKORE",-8.3,7.75,"M"
2000,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Lofa County","Voinjama",8.42,-9.76,618490,20000713,85.09,"NZEREKORE",-8.3,7.75,"M"
2000,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Lofa County","Voinjama",8.42,-9.76,618490,20000713,85.09,"NZEREKORE",-8.3,7.75,"M"
2000,"Violence against civilians","Civilians (Liberia)","Military Forces of Liberia (1997-2003)","Liberia","Bong","Gbatala",6.88,-9.67,618490,20000713,85.09,"NZEREKORE",-8.3,7.75,"M"
2000,"Violence against civilians","Civilians (Liberia)","Military Forces of Liberia (1997-2003)","Liberia","Lofa County","Lofa County",7.91,-10,618490,20000713,85.09,"NZEREKORE",-8.3,7.75,"M"
2000,"Violence against civilians","Civilians (Liberia)","Military Forces of Liberia (1997-2003)","Liberia","Montserrado","Monrovia",6.3,-10.8,618490,20000713,85.09,"NZEREKORE",-8.3,7.75,"M"
2000,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Lofa County","Voinjama",8.42,-9.76,655280,20000719,85.09,"ODIENNE",-7.56,9.5,"C"
2000,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Lofa County","Voinjama",8.42,-9.76,655280,20000721,85.09,"ODIENNE",-7.56,9.5,"C"
2000,"Battles","Unidentified Armed Group (Sierra Leone)","Military Forces of Guinea (1984-2008)","Guinea","Kindia","Pamalap",9.18,-12.97,618320,20000906,85.09,"CONAKRY/GBESSIA",-13.61,9.56,"M"
2000,"Battles","Unidentified Armed Group (Sierra Leone)","Military Forces of Guinea (1984-2008)","Guinea","Kindia","Pamalap",9.18,-12.97,618320,20000908,85.09,"CONAKRY/GBESSIA",-13.61,9.56,"M"
2000,"Violence against civilians","Military Forces of Guinea (1984-2008)","Civilians (Sierra Leone)","Guinea","Conakry","Conakry",9.5,-13.71,618320,20000908,85.09,"CONAKRY/GBESSIA",-13.61,9.56,"M"
2000,"Violence against civilians","Civilians (Guinea)","Unidentified Armed Group (Sierra Leone)","Guinea","Kindia","Pamalap",9.18,-12.97,618320,20000908,85.09,"CONAKRY/GBESSIA",-13.61,9.56,"M"
2000,"Violence against civilians","RUF: Revolutionary United Front of Sierra Leone","Civilians (Sierra Leone)","Guinea","Kindia","Pamalap",9.18,-12.97,618320,20000908,85.09,"CONAKRY/GBESSIA",-13.61,9.56,"M"
2000,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Zorzor",7.77,-9.43,655480,20001001,85.09,"MAN",-7.51,7.38,"M"
2000,"Battles","Military Forces of Guinea (1984-2008)","RUF: Revolutionary United Front of Sierra Leone","Guinea","Mamou","Sabouia",9.96,-12.08,618200,20001116,85.09,"MAMOU",-12.08,10.36,"M"
2000,"Battles","RUF: Revolutionary United Front of Sierra Leone","Military Forces of Guinea (1984-2008)","Guinea","Kindia","Yagouia",10,-12.18,618200,20001116,85.09,"MAMOU",-12.08,10.36,"M"
2000,"Battles","Military Forces of Guinea (1984-2008)","RUF: Revolutionary United Front of Sierra Leone","Guinea","Mamou","Sabouia",9.96,-12.08,618200,20001116,85.09,"MAMOU",-12.08,10.36,"M"
2000,"Battles","Military Forces of Guinea (1984-2008)","Unidentified Armed Group (Guinea)","Guinea","Mamou","Sabouia",9.96,-12.08,618200,20001116,85.09,"MAMOU",-12.08,10.36,"M"
2000,"Violence against civilians","Civilians (Guinea)","RUF: Revolutionary United Front of Sierra Leone","Guinea","Mamou","Sabouia",9.96,-12.08,618200,20001116,85.09,"MAMOU",-12.08,10.36,"M"
2000,"Violence against civilians","Civilians (Guinea)","RUF: Revolutionary United Front of Sierra Leone","Guinea","Mamou","Sabouia",9.96,-12.08,618200,20001116,85.09,"MAMOU",-12.08,10.36,"M"
2000,"Violence against civilians","Civilians (Guinea)","RUF: Revolutionary United Front of Sierra Leone","Guinea","Kindia","Yagouya",10,-12.18,618200,20001116,85.09,"MAMOU",-12.08,10.36,"M"
2000,"Violence against civilians","Civilians (Liberia)","Military Forces of Liberia (1997-2003)","Liberia","Bong","Gbatala",6.88,-9.67,618490,20001215,85.09,"NZEREKORE",-8.3,7.75,"M"
2000,"Violence against civilians","Civilians (Liberia)","Military Forces of Liberia (1997-2003)","Liberia","Lofa County","Lofa County",7.91,-10,618490,20001215,85.09,"NZEREKORE",-8.3,7.75,"M"
2000,"Violence against civilians","Civilians (Liberia)","Military Forces of Liberia (1997-2003)","Liberia","Montserrado","Monrovia",6.3,-10.8,618490,20001215,85.09,"NZEREKORE",-8.3,7.75,"M"
2001,"Battles","Military Forces of Guinea (1984-2008)","Unidentified Armed Group (Guinea)","Guinea","Kambia","Kukuna",8.98,-12.73,618320,20010106,85.09,"CONAKRY/GBESSIA",-13.61,9.56,"M"
2001,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Kolahun",8.28,-10.08,618490,20010421,85.09,"NZEREKORE",-8.3,7.75,"M"
2001,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Voinjama",8.42,-9.74,618490,20010421,85.09,"NZEREKORE",-8.3,7.75,"M"
2001,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Zorzor",7.77,-9.43,618490,20010421,85.09,"NZEREKORE",-8.3,7.75,"M"
2001,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Kolahun",8.28,-10.08,655480,20010607,85.09,"MAN",-7.51,7.38,"M"
2001,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","","Yeala",7.82,-9.4,655480,20010607,85.09,"MAN",-7.51,7.38,"M"
2001,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Zorzor",7.77,-9.43,655480,20010607,85.09,"MAN",-7.51,7.38,"M"
2001,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Kolahun",8.28,-10.08,618340,20010819,85.09,"KISSIDOUGOU",-10.13,9.41,"M"
2001,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Kolahun",8.28,-10.08,618340,20010819,85.09,"KISSIDOUGOU",-10.13,9.41,"M"
2001,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Foya",8.27,-10.31,618490,20011206,85.09,"NZEREKORE",-8.3,7.75,"M"
2001,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Kolahun",8.28,-10.08,618490,20011206,85.09,"NZEREKORE",-8.3,7.75,"M"
2001,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Kolahun",8.28,-10.08,618490,20011206,85.09,"NZEREKORE",-8.3,7.75,"M"
2001,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Kolahun",8.28,-10.08,618490,20011206,85.09,"NZEREKORE",-8.3,7.75,"M"
2001,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Gbapolu","Belle Fassamah",7.52,-9.99,618490,20011206,85.09,"NZEREKORE",-8.3,7.75,"M"
2001,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Gbapolu","Belleh Yalleh",7.37,-9.99,618490,20011206,85.09,"NZEREKORE",-8.3,7.75,"M"
2001,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Geingba",8.37,-10.28,618490,20011206,85.09,"NZEREKORE",-8.3,7.75,"M"
2001,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Kolahun",8.28,-10.08,618490,20011206,85.09,"NZEREKORE",-8.3,7.75,"M"
2002,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Nimba","Gba",6.55,-9.1,655480,20020524,85.09,"MAN",-7.51,7.38,"M"
2002,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Grand Gedeh","Swe Creek",6.32,-8.68,655480,20020524,85.09,"MAN",-7.51,7.38,"M"
2002,"Violence against civilians","LURD: Liberians for Reconciliation and Democracy","Civilians (Liberia)","Liberia","Nimba","Gba",6.55,-9.1,655480,20020524,85.09,"MAN",-7.51,7.38,"M"
2002,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Bomi County","Tubmanburg",6.87,-10.82,618340,20020627,85.09,"KISSIDOUGOU",-10.13,9.41,"M"
2002,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Bomi County","Tubmanburg",6.86,-10.82,618340,20020717,85.09,"KISSIDOUGOU",-10.13,9.41,"M"
2002,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Bomi County","Tubmanburg",6.86,-10.82,618340,20020717,85.09,"KISSIDOUGOU",-10.13,9.41,"M"
2002,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Bomi County","Tubmanburg",6.86,-10.82,618340,20020717,85.09,"KISSIDOUGOU",-10.13,9.41,"M"
2002,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Bomi County","Tubmanburg",6.86,-10.82,618340,20020717,85.09,"KISSIDOUGOU",-10.13,9.41,"M"
2002,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Lofa County","Voinjama",8.42,-9.76,618340,20020717,85.09,"KISSIDOUGOU",-10.13,9.41,"M"
2002,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Bomi County","Tubmanburg",6.86,-10.82,618340,20020717,85.09,"KISSIDOUGOU",-10.13,9.41,"M"
2002,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Bomi County","Tubmanburg",6.86,-10.82,618340,20020717,85.09,"KISSIDOUGOU",-10.13,9.41,"M"
2002,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Lofa County","Voinjama",8.42,-9.76,618340,20020717,85.09,"KISSIDOUGOU",-10.13,9.41,"M"
2002,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Bomi County","Tubmanburg",6.86,-10.82,618340,20020717,85.09,"KISSIDOUGOU",-10.13,9.41,"M"
2002,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Bomi County","Tubmanburg",6.86,-10.82,618340,20020717,85.09,"KISSIDOUGOU",-10.13,9.41,"M"
2002,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Bomi County","Tubmanburg",6.86,-10.82,618340,20020717,85.09,"KISSIDOUGOU",-10.13,9.41,"M"
2002,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Bomi County","Tubmanburg",6.86,-10.82,618340,20020717,85.09,"KISSIDOUGOU",-10.13,9.41,"M"
2002,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Lofa County","Voinjama",8.42,-9.76,618340,20020717,85.09,"KISSIDOUGOU",-10.13,9.41,"M"
2002,"Violence against civilians","Military Forces of Liberia (1997-2003)","Civilians (Liberia)","Liberia","Lofa County","Kolahun",8.02,-10.27,618340,20020717,85.09,"KISSIDOUGOU",-10.13,9.41,"M"
2002,"Violence against civilians","Civilians (Gambia)","Unidentified Armed Group (Senegal)","Gambia","Western","Djifanga",13.17,-16.19,617010,20021115,85.09,"BANJUL/YUNDUM",-16.63,13.19,"C"
2003,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Grand Gedeh","Gbeh",5.07,-7.55,655920,20030115,85.09,"TABOU",-7.36,4.41,"M"
2003,"Battles","Military Forces of Liberia (1997-2003)","MODEL: Movement for Democracy in Liberia","Liberia","Grand Bassa","Buchanan",5.88,-10.04,655920,20030522,85.09,"TABOU",-7.36,4.41,"M"
2003,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Montserrado","Monrovia",6.3,-10.8,618560,20030624,85.09,"LUNGI",-13.19,8.61,"M"
2003,"Violence against civilians","LURD: Liberians for Reconciliation and Democracy","Civilians (Liberia)","Liberia","Montserrado","Monrovia",6.3,-10.8,618560,20030624,85.09,"LUNGI",-13.19,8.61,"M"
2003,"Battles","UNMIL: United Nations Mission in Liberia","LURD: Liberians for Reconciliation and Democracy","Liberia","Nimba","Bloduwi",7.01,-8.42,618490,20031211,85.09,"NZEREKORE",-8.3,7.75,"M"
2003,"Battles","UNMIL: United Nations Mission in Liberia","LURD: Liberians for Reconciliation and Democracy","Liberia","Nimba","Bloduwi",7.01,-8.42,618490,20031211,85.09,"NZEREKORE",-8.3,7.75,"M"
2003,"Battles","UNMIL: United Nations Mission in Liberia","LURD: Liberians for Reconciliation and Democracy","Liberia","Nimba","Bloduwi",7.01,-8.42,618490,20031211,85.09,"NZEREKORE",-8.3,7.75,"M"
2003,"Battles","NPFL: National Patriotic Front Liberia","UNMIL: United Nations Mission in Liberia","Liberia","Montserrado","Paynesville",6.28,-10.72,618490,20031211,85.09,"NZEREKORE",-8.3,7.75,"M"
2003,"Violence against civilians","Civilians (Liberia)","Military Forces of Liberia (2003-2005)","Liberia","Montserrado","Paynesville",6.28,-10.72,618490,20031211,85.09,"NZEREKORE",-8.3,7.75,"M"
2003,"Violence against civilians","Military Forces of Liberia (2003-)","Civilians (Liberia)","Liberia","Montserrado","Paynesville",6.28,-10.72,618490,20031211,85.09,"NZEREKORE",-8.3,7.75,"M"
2004,"Riots","Protesters","UNMIL: United Nations Mission in Liberia","Liberia","Montserrado","Monrovia",6.3,-10.8,618490,20040402,85.09,"NZEREKORE",-8.3,7.75,"M"
2004,"Violence against civilians","Unidentified Armed Group (Liberia)","Civilians (Foreign)","Liberia","Montserrado","Monrovia",6.3,-10.8,618490,20040523,85.09,"NZEREKORE",-8.3,7.75,"M"
2004,"Battles","Kpelle armed group (Liberia)","Mandingo Armed Group (Liberia)","Liberia","Bong","Gbarnga",7,-9.47,618490,20040612,85.09,"NZEREKORE",-8.3,7.75,"M"
2005,"Battles","Military Forces of Guinea (1984-2008)","IB New Forces Faction (Ivory Coast)","Guinea","Noumoundjiguila","Noumoundjiguila",10.11,-8.05,618290,20050715,85.09,"KANKAN",-9.3,10.38,"C"
2006,"Riots","Military Forces of Guinea (1984-2008)","Protesters (Guinea)","Guinea","Nzerekore","Nzerekore",7.74,-8.82,618490,20060607,85.09,"NZEREKORE",-8.3,7.75,"M"
2008,"Violence against civilians","Unidentified Armed Group (Liberia)","Civilians (Liberia)","Liberia","Nimba","Saclepea",7.11,-8.84,655600,20080813,85.09,"DALOA",-6.46,6.86,"C"
2009,"Violence against civilians","Military Forces of Guinea (2008-)","Civilians (Guinea)","Guinea","Conakry","Conakry",9.5,-13.71,618320,20090128,85.09,"CONAKRY/GBESSIA",-13.61,9.56,"M"
1999,"Battles","Military Forces of Liberia (1997-2003)","JFLL: Joint Forces for the Liberation of Liberia","Liberia","Grand Gedeh","Sako",5.28,-7.53,655920,19990810,85.3,"TABOU",-7.36,4.41,"M"
1999,"Battles","Military Forces of Guinea (1984-2008)","Unidentified Armed Group (Liberia)","Guinea","Nzerekore","Diomadou",9.17,-10.18,612960,19990911,85.3,"BOUGOUNI",-7.5,11.41,"C"
1999,"Battles","Military Forces of Guinea (1984-2008)","Unidentified Armed Group (Liberia)","Guinea","Nzerekore","Macenta",8.55,-9.47,612960,19990911,85.3,"BOUGOUNI",-7.5,11.41,"C"
1999,"Violence against civilians","Civilians (Guinea)","Unidentified Armed Group (Liberia)","Guinea","Nzerekore","Diomadou",9.17,-10.18,612960,19990911,85.3,"BOUGOUNI",-7.5,11.41,"C"
1999,"Violence against civilians","Military Forces of Liberia (1997-2003)","Civilians (Guinea)","Guinea","Nzerekore","Macenta",8.55,-9.47,612960,19990911,85.3,"BOUGOUNI",-7.5,11.41,"C"
1999,"Violence against civilians","Civilians (Guinea)","Unidentified Armed Group (Liberia)","Guinea","Nzerekore","Macenta",8.55,-9.47,612960,19990911,85.3,"BOUGOUNI",-7.5,11.41,"C"
1999,"Violence against civilians","LURD: Liberians for Reconciliation and Democracy","Civilians (Sierra Leone)","Liberia","Lofa County","Kolahun",8.28,-10.08,655480,19990925,85.3,"MAN",-7.51,7.38,"M"
2000,"Battles","Tomas Christian Ethnic Militia (Guinea)","Tomas Muslim Ethnic Group (Guinea)","Guinea","Nzerekore","Koressedou",8.86,-9.42,655280,20000103,85.3,"ODIENNE",-7.56,9.5,"C"
2000,"Violence against civilians","Civilians (Guinea)","Tomas Christian Ethnic Militia (Guinea)","Guinea","Nzerekore","Koressedou",8.86,-9.42,655280,20000103,85.3,"ODIENNE",-7.56,9.5,"C"
2001,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Gbopolu",7.91,-10,618340,20010903,85.3,"KISSIDOUGOU",-10.13,9.41,"M"
2001,"Violence against civilians","Civilians (Liberia)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Gbopolu",7.91,-10,618340,20010903,85.3,"KISSIDOUGOU",-10.13,9.41,"M"
2002,"Violence against civilians","LURD: Liberians for Reconciliation and Democracy","Civilians (Liberia)","Liberia","Grand Cape Mount","Sinje",6.76,-11.05,618490,20020623,85.3,"NZEREKORE",-8.3,7.75,"M"
2002,"Violence against civilians","LURD: Liberians for Reconciliation and Democracy","Civilians (Liberia)","Liberia","Grand Cape Mount","Sinje",6.76,-11.05,618490,20020623,85.3,"NZEREKORE",-8.3,7.75,"M"
2003,"Violence against civilians","LURD: Liberians for Reconciliation and Democracy","Civilians (Liberia)","Liberia","Montserrado","Monrovia",6.3,-10.8,618560,20030326,85.3,"LUNGI",-13.19,8.61,"M"
2003,"Violence against civilians","MODEL: Movement for Democracy in Liberia","Civilians (Liberia)","Liberia","Sinoe","Bafu",5.17,-9.27,655920,20031028,85.3,"TABOU",-7.36,4.41,"M"
2003,"Violence against civilians","MODEL: Movement for Democracy in Liberia","Civilians (Liberia)","Liberia","Sinoe","Bafu",5.17,-9.27,655920,20031031,85.3,"TABOU",-7.36,4.41,"M"
2003,"Battles","LURD: Liberians for Reconciliation and Democracy","UNMIL: United Nations Mission in Liberia","Liberia","Grand Bassa","Buchanan",5.88,-10.04,618490,20040101,85.3,"NZEREKORE",-8.3,7.75,"M"
2006,"Battles","Gio and Mano Tribesmen (Pro-Taylor Militia)","Police Forces of Liberia (2005-)","Liberia","Bong","Monrovia",6.67,-9.67,656600,20060806,85.3,"ROBERTS FIELD",-10.35,6.25,"M"
2000,"Violence against civilians","RUF: Revolutionary United Front of Sierra Leone","Civilians (Sierra Leone)","Guinea","Kindia","Pamalap",9.18,-12.97,618320,20000911,85.59,"CONAKRY/GBESSIA",-13.61,9.56,"M"
2000,"Battles","Military Forces of Guinea (1984-2008)","RUF: Revolutionary United Front of Sierra Leone","Guinea","Kindia","Bramaia",10.47,-13.47,618320,20000915,85.59,"CONAKRY/GBESSIA",-13.61,9.56,"M"
2000,"Violence against civilians","Civilians (Refugees)","Military Forces of Guinea (1984-2008)","Guinea","Kindia","Farmoriah",9.27,-13.02,618320,20000915,85.59,"CONAKRY/GBESSIA",-13.61,9.56,"M"
2000,"Violence against civilians","Civilians (Guinea)","RUF: Revolutionary United Front of Sierra Leone","Guinea","Kindia","Monkuru",9.1,-13.19,618320,20000915,85.59,"CONAKRY/GBESSIA",-13.61,9.56,"M"
2000,"Violence against civilians","RUF: Revolutionary United Front of Sierra Leone","Civilians (Sierra Leone)","Guinea","Kindia","Pamalap",9.18,-12.97,618320,20000915,85.59,"CONAKRY/GBESSIA",-13.61,9.56,"M"
